lot_id,carat,color,clarity,viewings,price_index,reserve_price,final_price,sold
23,1.8146509184084816,I,VVS1,12,0.9248592226785788,1842.65925082226,2187.8189859860086,1
24,2.148628294821613,E,VS2,17,0.9596183784548444,2310.694360120879,3178.462337871667,1
25,2.552314928976662,F,I1,0,1.1431945015690823,2518.522540804111,2627.8904884700723,1
26,4.033291826268561,H,SI1,15,0.8036121616518201,3759.712168700505,4512.859417820322,1
27,1.3985320197126188,H,VVS1,12,1.0353650533362422,1414.766829756499,1753.1200069392985,1
28,2.814054972861252,J,IF,9,1.039485592040043,2989.5125480955467,3429.2318938715975,1
29,3.165865559879191,D,IF,11,0.9586639105374248,3318.911138069429,4023.2844059587696,1
30,0.7090268572399898,I,SI2,1,0.8948111428433345,763.1186267409347,588.4963255819947,0
31,3.2339518335564725,D,I1,22,0.8938696153046205,3090.3010495902586,4267.825680317325,1
32,1.2673585565928118,E,VS1,2,1.153483867864301,1189.7845195867467,1702.5063548363216,1
33,0.7927321684337578,J,VVS2,9,0.976809749513143,852.9507177352865,843.5882412062401,0
34,4.7699849176399995,D,VS1,1,0.9323557451956688,4920.296980753962,5322.081951178128,1
35,4.845344148835517,F,VS1,22,0.9795110295325612,4662.121268295124,6798.533607684865,1
36,4.137788066524076,H,VS1,12,1.0677561605837445,4338.345040844936,6046.831144530946,1
37,1.870761961280168,E,I1,12,0.8583026272979007,1988.6642586773544,2168.0331859150506,1
38,0.9395245130287274,J,VS1,17,0.9797735340854951,961.1294880818078,1156.956442358992,1
39,3.579048619304706,D,VS2,2,1.0351537484441549,3713.537892115707,4314.841123872342,1
40,2.480686221828206,I,I1,6,1.1794333419405736,2418.7980145564834,2870.112560259174,1
41,1.0491720568015048,F,VS2,13,0.9010111128301678,1057.2917393806256,1150.197664854763,1
42,2.728296095500716,F,I1,19,0.9437002991664982,2741.478769733261,3399.761008500025,1
43,0.6547483450184828,D,SI2,16,0.9517434359689695,700.3250880645251,919.3037301204859,1
44,4.59194180935452,H,VVS1,20,1.042215263057953,4904.1607723009865,7388.145739428494,1
45,1.6645099172000761,D,IF,11,0.9426928212160006,1775.2599052974624,2113.9972866236,1
46,3.481350279592919,E,VS1,24,1.0134047701198783,3140.896234313026,6238.422990294082,1
47,1.9026998424023494,D,SI2,15,1.1127161319380117,1997.6618731965837,2924.5134115174005,1
48,2.8403060953001487,F,VVS1,23,1.0821542376448814,2987.250120808654,5412.490030509202,1
49,2.9601962570447586,J,IF,11,0.9785474586050342,3065.803521795127,3662.478183358615,1
50,1.3318450498648717,D,SI1,14,1.1456864710696675,1400.106013078481,2134.553193434518,1
51,4.863130824940513,H,VVS2,24,1.023256099837545,5195.740155908914,7264.1849201413725,1
52,3.9880977051250155,J,VS2,9,1.015962335800885,3964.4236026804942,4233.599740554005,1
53,4.727745237038851,I,SI1,24,0.8136751063756633,4729.683814449834,5921.767158007235,1
54,4.526723076924419,G,I1,6,1.1946771921428647,4186.959969119509,5492.027707839618,1
55,3.1905499046498833,D,IF,19,0.8491883234118507,3117.4071115671204,4915.169213042792,1
56,4.6484340576040255,H,SI1,4,0.8924523649710586,4781.71877459932,4480.125207859367,0
57,0.8982162592336378,J,VVS2,0,0.8206787348966108,948.5881868378287,676.2069954719416,0
58,1.3819228808861534,H,SI2,16,1.0560011867347654,1303.763837204762,1721.4556271510046,1
59,0.7035228000974213,I,IF,2,0.8898804707890721,652.5628304744891,647.5201085625431,0
60,1.9639864884346896,F,SI1,12,0.8720041749890894,2028.0289472119446,2389.2109131206025,1
61,2.249047803602669,H,VS2,13,0.8354222336892966,2024.988612824948,2388.942556977119,1
62,1.7210706429825315,J,VS2,23,0.8413235828496063,1610.3619423571329,1963.44596925135,1
63,4.229318791183682,H,VVS1,17,1.0338682801770356,3830.97733910018,6102.391256567357,1
64,2.105389970121152,H,SI1,3,1.0752831463466381,1965.1226237678632,2216.058828023419,1
65,1.7642052935932133,H,VS1,17,0.9589515953857604,1651.7616509289094,2371.8475328656973,1
66,2.942132374212118,E,SI1,4,0.9919588326368293,2876.0365435393715,3089.192082185313,1
67,1.1341590123864318,E,SI2,24,1.0743870943931937,1112.0036980259442,1991.5442094728176,1
68,4.109886413393179,F,IF,15,0.8069519160741919,4417.521661993975,4838.020068182343,1
69,0.8354778965589686,D,IF,0,0.9292522628281115,837.1671848256356,908.3159783601642,1
70,4.940991214702327,H,SI2,20,1.1892390992281385,5161.759411544915,7950.590402308862,1
71,3.9751014618349583,I,SI1,13,1.0320448918781873,3660.3826283915755,4857.8427885017,1
72,1.3942205669037757,D,SI2,14,0.9016898319589973,1317.6607801023329,1867.4501278822177,1
73,0.5248495270562108,I,VVS2,8,1.0086920186544852,546.1524808595746,634.7621315308111,1
74,4.169576428046754,D,I1,14,0.9370613952483662,3796.652815017496,4681.042930009648,1
75,3.680858047314277,F,SI2,16,1.0128979955305197,3670.9916267576964,5095.7637606752605,1
76,3.780532256184443,H,VS2,24,0.8502966047226596,3855.6657721749243,4544.310744153404,1
77,3.970716560086756,H,SI2,23,0.853085861527711,4051.834840162739,4353.958786820506,1
78,0.8332009328034067,G,IF,3,0.8574169448157571,753.7023674711335,934.6155796854457,1
79,2.113095778449227,I,VS2,11,1.1759279167707366,2037.9152133925836,3140.0656598798373,1
80,1.0214107678630837,D,IF,4,1.0931595673365366,1049.2933720019337,1586.0182682707493,1
81,4.383965416440171,D,VVS1,4,0.8649527578649284,4076.2108128635527,4794.737854726685,1
82,3.304841570724011,E,VS1,10,0.8753396335062407,3434.005122356918,3903.3029961126963,1
83,1.9890411118369213,G,IF,5,1.0923317899483505,2086.872181990417,2517.052700767691,1
84,0.7860125762871064,J,VS2,6,0.8624655379168696,861.7793453018236,683.7748871005953,0
85,1.89942044772048,J,VVS1,23,0.8938245173339315,1789.194038112576,2645.487547859082,1
86,1.9633249491203617,E,IF,13,1.1853387331281595,2090.9923794309707,3349.1747244016783,1
87,3.783227802521288,E,VVS2,23,0.9021226098913727,3798.5851173402216,6055.605567788869,1
88,3.369008621098459,E,SI2,10,1.0646529401484588,3283.7475002021197,4640.522870228236,1
89,4.49245734159347,I,VS1,12,1.1914525149602122,4153.166079811303,6228.49536907328,1
90,2.6249671632287717,I,IF,1,0.9497187068559171,2748.6060599859848,2689.2381244224352,0
91,1.0381741067223578,F,VVS1,24,0.807006396344825,983.3289465110574,1449.532948594941,1
92,3.7096015425034774,F,VVS2,6,0.8976589161689498,3614.2069144667257,3946.7011369278193,1
93,3.9235327187760385,E,SI1,19,1.132350876536682,3580.2567416058228,6918.317968415914,1
94,3.025747389062733,G,VVS1,3,1.1458435343820146,3208.119420800893,4098.975819476951,1
95,3.9693523097955246,D,SI2,7,1.1074077458095164,4180.989064473889,4937.420900304181,1
96,2.7220801836397586,I,VVS1,19,0.8452439276306293,2849.2643879483053,3340.418101151415,1
97,2.852297732218973,G,VVS2,21,1.1182041486785612,2737.888368177815,5450.736902919763,1
98,2.423934582613473,H,VVS1,20,1.1674711187974016,2265.6419946336473,3986.776381268505,1
99,0.6143860703484283,I,VVS2,18,1.0402438170184944,631.288232272721,946.7337642637393,1
100,0.98551142146987,I,IF,12,1.1763501425352259,984.75580702148,1429.1788417412276,1
101,0.6414313355903041,F,I1,13,1.130735553484751,600.1555456150559,945.3954127591427,1
102,3.3638468506870116,D,VVS2,9,1.0667886067963628,3488.922259412673,5160.137049201265,1
103,1.91460191484347,D,VVS2,10,1.0308740946846993,2102.664236202532,2646.8775528802025,1
104,2.7885681102411626,J,VS1,1,0.9394294668967882,2926.4458419620455,2499.026025547251,0
105,4.584049132667419,J,VVS2,24,0.863714978097122,4804.0710102150515,6136.856299474588,1
106,1.6218150311699373,J,VVS2,8,1.0419815690762162,1767.879829456007,1924.5512264759657,1
107,2.3467231536603337,J,SI1,16,0.9272446214472478,2207.2979327958496,2758.4962704123895,1
108,3.899980123443719,H,I1,2,1.1465754670110582,3951.1088355009297,4056.77583787805,1
109,1.529591744712301,H,IF,23,1.1973347749434513,1676.3244758511414,3160.1261255164345,1
110,0.8464095942295684,I,SI2,5,1.100971105046229,789.7499390855721,992.7439176750695,1
111,1.8038815381119562,E,VS1,4,0.8361926781148203,1876.1277006344997,1968.116617825779,1
112,1.2254957926430199,F,SI1,4,0.9154742382122553,1246.5277872139498,1163.885225617372,0
113,4.683639435541579,F,VS2,21,0.8436438527062999,4764.646812846552,6123.098991983153,1
114,4.136541708039877,J,I1,14,1.0602046591166863,4300.076267078118,4963.424969607158,1
115,3.3503169042969057,I,IF,22,1.1060763458223137,3638.1874721133904,5469.894125874947,1
116,4.42157265584473,G,IF,16,1.1702699323522847,4671.463971501177,7640.525262730007,1
117,4.116524346046015,E,VS2,8,0.975268938564795,3751.089038722411,4622.703759946956,1
118,1.3395652649871612,I,SI2,2,1.1605502598353776,1434.0657056698024,1576.356549321613,1
119,4.5165154932049,E,VVS2,19,1.151156463616531,4268.596126077932,8265.309239255836,1
120,2.927040088620428,E,SI1,16,0.9268782867061595,2854.9846537888347,3455.053559336753,1
121,4.133480698238282,E,VVS1,9,1.1475602502162283,4101.845362976461,6683.8999525827085,1
122,4.53241084965572,I,VS1,2,0.9502689007526905,4515.102479785698,4463.769399650761,0
123,1.9310156373733873,J,VVS1,17,0.9187477098241124,1905.9821048441463,2155.106801475428,1
124,0.9952336603745454,F,VS2,17,1.0596298635177572,1082.2874043504096,1656.1727997795874,1
125,1.5257082314387376,F,IF,16,0.9313524911540324,1588.573210603906,2354.874254435144,1
126,2.4219850488181534,J,SI2,23,1.0520834993316577,2485.5237174883455,3347.93188085138,1
127,4.181066446651219,E,IF,2,1.0439327221994779,3804.63836798536,4904.4494094636675,1
128,4.373287624653545,G,VS1,2,1.0253755709393835,4726.573458385605,5252.045295242925,1
129,0.5312845873903582,D,IF,5,0.9521678816931191,574.7851272389263,666.6735950850612,1
130,2.798362861599046,I,IF,12,1.0193998886605906,2955.190427606585,3587.7884977360354,1
131,2.3783495141695052,D,VS1,23,1.0385941899941686,2143.8581434475786,4104.244503629596,1
132,1.4994851471182862,J,SI1,14,1.0182747553981895,1366.714809549278,1802.2079765232445,1
133,1.0393941530015727,G,SI1,24,0.9777677811004806,982.2739775524626,1546.1175463571194,1
134,2.0192682713163257,I,VS1,8,0.8058668228185055,1870.3873826493307,1871.4030074571272,1
135,4.743093667606336,J,SI2,3,1.0348246830804604,4647.127630225906,4768.778846453639,1
136,1.9544131940933984,E,VS2,13,0.867377754057088,2119.609210264374,2531.706553553645,1
137,2.8345577978451475,F,I1,4,1.0570303875788758,2818.7185350220866,3081.3203059629586,1
138,3.6635853150283,D,IF,1,1.1037377311691463,3307.0471166014086,5172.844867740196,1
139,2.136333210706823,H,SI2,10,1.0001781236522966,2043.5076910024031,2687.5509628320915,1
140,4.873019372244323,H,IF,8,1.0169454659918953,4429.179805500871,6290.459088744298,1
141,4.8310128272395,G,I1,23,1.1805914238663964,4382.972738578722,7893.676973146285,1
142,1.6330203312141387,E,VS2,2,1.1388669445490296,1559.7695232576073,2158.5822277082925,1
143,2.7376182765157346,D,SI1,8,1.165694606380588,2614.7607239843064,4071.0572875671355,1
144,1.8539523941754634,E,SI2,2,1.1255065153278345,1960.4162046404056,2383.5013422144552,1
145,1.7817822246986044,D,VVS2,24,0.8435673367386927,1950.9926134978682,2577.161453943898,1
146,0.6659912630953976,G,VVS2,1,0.8595967423880779,648.8362730518122,702.3130423814008,1
147,3.243039502909536,G,I1,11,1.010649518907584,3196.9149707037673,3496.110703652294,1
148,2.7620556045298765,H,VVS2,9,0.8984278635191993,2952.5211235051775,2824.1422980854722,0
149,0.731654380624952,E,SI1,8,0.9906781900164636,697.7259602963298,914.8634344039439,1
150,1.7539090890647515,I,I1,14,0.9577461295273401,1633.374073779787,1852.165974837759,1
151,4.587196486849941,H,SI1,7,1.0197656953721814,4911.134782854021,5023.513192734331,1
152,1.5780285080013758,E,VS2,24,1.098750286454329,1434.9015074094793,2700.92383663349,1
153,1.152026924410504,H,IF,4,1.0861963628397098,1179.6063199998223,1419.1881863662647,1
154,2.7025374212490334,I,VS2,10,1.0084936529941337,2736.0450192747994,2910.5625167086073,1
155,4.935427043497703,F,VS2,1,1.1289573675268232,4783.337365447671,6663.108724673568,1
156,1.589248721801752,F,SI1,23,0.9723448366152133,1530.5067583274338,2208.5163048440468,1
157,3.5246099633264536,F,I1,14,1.1586857159360489,3716.248453387857,5358.266076093842,1
158,3.927288268979229,F,I1,5,0.8285121080220657,3602.4423140810754,3688.8057779510577,1
159,1.5693689479657986,J,VVS2,7,1.1818640120133228,1486.7524416489823,2271.6412620279402,1
160,3.776973568753368,D,VVS1,4,1.0618772325725392,3952.564112001909,4615.6216685306035,1
161,2.1550240972366392,J,IF,15,0.9520298035748821,2175.850501701236,2922.9144659221283,1
162,3.3453762376711076,J,SI1,17,0.878861650629151,3096.4723562100676,3636.397767081615,1
163,3.3508836984240262,J,VVS2,5,0.99167329177744,3606.982098521028,3712.4041440731594,1
164,2.910986078336413,F,SI2,4,0.8778233292741204,2848.9517112823833,2878.570111801361,1
165,0.9063039652448374,I,VVS1,15,0.8665326430972569,965.7336469714111,1124.131908767492,1
166,4.25886123015157,G,VVS1,12,1.0469407029651896,4503.9271915997615,5908.208672646623,1
167,1.9435102923728111,G,SI1,4,1.0092338898327138,1991.8747195429885,2250.8109213772204,1
168,1.339333296799344,D,VS1,12,1.0680384138443766,1337.854975875915,2033.6549662647042,1
169,0.6834881369964376,F,IF,16,1.1718423509687956,749.0415990939583,1289.4093009163728,1
170,3.159018244347088,F,VVS1,17,1.0129040853356162,2934.705881600567,5315.5638927043165,1
171,3.549039628290271,F,SI1,7,1.032372821305119,3708.856948213358,4071.32016805227,1
172,0.5746452301753526,H,SI1,12,0.8358505356619769,539.1540720879415,650.326754699168,1
173,2.8044187623467645,E,VVS2,18,1.087054314363452,2713.703165952832,4341.471753375381,1
174,1.5192309883907207,H,SI2,2,0.9599620827216625,1461.1048289536152,1326.8721924889642,0
175,3.403277556842524,E,VS1,23,1.1906900954650315,3707.555065676949,6007.083776850196,1
176,1.2846489305224615,F,IF,7,1.1292696062382641,1404.7266533162165,1844.9079108018602,1
177,3.609219821461097,F,I1,1,1.0089924162064474,3380.406433108084,3733.9297854762667,1
178,2.2403090583524183,H,VS2,7,0.8492890616688664,2026.151266360526,2035.046328279227,1
179,4.715284949315305,H,SI2,12,1.1437663173122357,4922.765068945674,5854.7404775555015,1
180,1.1188442486569696,E,SI2,12,1.1199124381696086,1100.4929504927725,1748.4852807875816,1
181,2.0347985797261634,G,VVS2,0,0.8738340518148132,1867.473122658887,2070.761601660255,1
182,1.010630845582651,E,I1,5,0.9181113156881241,1047.7723590023732,1083.3393711471717,1
183,4.661121282253532,H,VVS1,23,1.117362903259135,4703.16974979818,8859.35136105835,1
184,4.448027090214414,I,VVS1,18,0.8740913786189639,4875.497458527347,5691.01020341582,1
185,1.6607373247182002,H,VVS2,15,1.167100995668551,1570.1970798008485,2484.831685831598,1
186,3.4699282071538056,I,SI1,7,0.9698109700785448,3403.2902320647413,3572.441923853338,1
187,4.177499900905471,D,VVS1,0,0.8348155850350635,4213.046918799136,4284.269374838178,1
188,2.9984036521975805,H,VS1,15,1.1262994574017124,3173.330514342485,4402.1849352387835,1
189,2.8834276026020293,D,IF,8,0.949403873215355,2911.5921487741543,3953.4800550921345,1
190,1.5883353090520327,G,SI2,12,1.0105996776615125,1624.1999714309704,1787.8671388244748,1
191,0.9189624551265465,E,SI2,10,0.8449217377644878,868.6303395636363,926.8547172561829,1
192,4.5374709107899704,I,VS1,12,0.801033605937993,4852.29763821199,4565.836716828527,0
193,4.551881257234987,E,I1,24,1.055194082317319,4486.908202118147,7293.491467391523,1
194,3.348956557729706,D,VVS1,20,1.0060700681334926,3108.474435749569,5632.662597503865,1
195,2.0256340597191533,I,SI2,9,1.0374154276492589,2092.1509860824394,2395.4559982237733,1
196,2.071443085756974,E,VS2,3,1.1174975401522065,1953.8225922110357,2418.496444802531,1
197,3.766800554916077,H,I1,5,1.0586423653691441,3463.6202029661495,3787.7321352118643,1
198,4.536996169786597,F,IF,6,0.869909377130951,4865.4628131752115,5468.041687643111,1
199,4.491888909193028,D,IF,4,0.94430900764424,4456.09957273068,5697.108348551871,1
200,4.009439956359307,E,SI2,10,1.162356441915104,4209.337571989716,5339.508663839204,1
201,3.389142407694295,D,VVS2,12,1.1079778801006714,3247.1966913424894,5790.759179512567,1
202,0.8786298424777197,J,I1,24,1.0226548231746868,929.0579473654235,1093.5245927902708,1
203,1.227329213425762,D,SI2,18,0.902257999123709,1132.0727387362695,1583.4421436492685,1
204,4.543493848371857,I,VVS2,22,0.920824200733918,4412.617030338889,5733.223874050614,1
205,3.2289307684681545,J,SI2,9,1.092783227034254,3537.656471125064,3894.3456724628204,1
206,0.5413867322748334,I,VS2,9,1.1404697043411083,573.2191586482093,739.3949096864916,1
207,0.9566219428971445,F,I1,10,1.0685698678122457,956.096935442383,1131.7470757277765,1
208,3.485757960986251,J,SI1,20,1.1238119903073767,3374.05857017975,5400.47365262161,1
209,0.5227771273079841,H,IF,6,1.1066624540801624,561.6859337532833,701.2302861571136,1
210,1.2236362313787439,D,SI2,17,0.8598815871827832,1234.6116999611356,1427.09596603642,1
211,2.9693020521496374,E,VS2,3,0.9695779251653208,3122.7704393267495,3105.515513528533,0
212,3.6135283896171195,G,VVS2,1,0.8611935203314252,3797.173452985562,3310.6446924368606,0
213,3.4338256677617025,D,VVS2,13,0.8940942339207939,3102.7675673243098,4072.3791134681846,1
214,1.509211892572519,D,IF,12,1.147703849860421,1396.399445409843,2620.3245967125426,1
215,3.7048064960639113,F,VS1,11,0.9891567862532729,3823.0856787802727,5227.803047694858,1
216,1.5676208937356004,H,SI2,6,1.0141432407370643,1461.5305229647079,1746.8024669745498,1
217,1.9642986417167048,G,I1,1,0.8713783860911088,1868.2418235199666,1579.9657847563062,0
218,3.8592113230311087,J,VVS1,12,0.9249087144195184,4203.945373059624,4011.669868148579,0
219,3.423348045712466,J,VVS2,13,0.892098467371148,3464.55300903133,3589.9114253451226,1
220,4.3215053472238,J,I1,16,0.8824744658073705,4538.211128264694,4291.240238260238,0
221,3.459258015351545,I,I1,8,1.055184317326388,3499.3720824255156,3997.935405713168,1
222,3.057388715009622,I,SI1,16,0.9027535390582859,3089.4996216538357,3246.40917502108,1
223,0.9215364552264161,E,I1,7,1.0528061944081673,846.7356932057809,1154.1843949708154,1
224,2.154721113767451,G,I1,1,0.8233818456434217,2087.348669818619,1862.4162779269493,0
225,1.6934106545677645,J,SI1,23,0.8567097574108408,1619.723887713966,1926.5171367634016,1
226,1.597953395205876,I,VVS2,12,0.9098161016000502,1563.0311993723917,1965.321371717879,1
227,4.878547496386005,E,I1,2,1.0388187667582767,5169.644754890628,5326.1283397491015,1
228,2.268939761000422,H,VS1,15,1.0703364980349503,2210.824348630688,3401.939396239884,1
229,4.51420949829701,E,VS1,5,0.9770867867118108,4470.599362812552,5448.977361799821,1
230,3.340123816987683,I,VS2,18,0.9783163658308915,3271.5720446464525,4332.285254024862,1
231,4.076650865937418,F,SI1,6,1.0898067405594472,3745.1441173113853,4885.220956526306,1
232,2.7618669189733644,F,VS2,9,0.806328436706233,2729.316747626633,2704.533022234911,0
233,3.096067480818616,J,SI1,8,0.9364360097896882,2907.5846345806935,2957.6855112135036,1
234,2.7163296221848876,F,SI2,1,1.1274828228476932,2546.1370638584594,3206.9370356865575,1
235,1.3785934450912003,J,SI2,14,1.0412877640853488,1266.6616120170784,1523.9383775112672,1
236,3.751034518676774,J,I1,4,0.9348908531021681,3643.508093972263,3557.3529329539047,0
237,1.763475630983851,I,VVS1,21,1.1622099169318696,1854.288236833037,3144.7590812726967,1
238,0.6094218489415423,F,SI2,3,1.109049090979753,582.1735852873599,711.9737674487603,1
239,3.404625331582255,J,VVS1,19,0.9059581788946934,3276.849131339307,3964.336206797763,1
240,1.2969980573317201,G,SI2,3,1.0581159350102867,1334.0078080980406,1554.3301622699782,1
241,4.732063629588114,H,IF,17,1.0383002912755828,4444.203503915611,7739.223050901662,1
242,4.792678596511643,E,SI2,3,0.9604751656155931,5173.17695188293,5273.561437169431,1
243,4.616889755992018,E,VS2,16,0.9467824316819202,4635.533239985662,6022.171268554277,1
244,2.1657141511494995,I,VVS2,11,0.9374241899102815,2143.0187404240737,2487.571911790279,1
245,0.5695547743799034,F,I1,21,1.0468623133582586,576.1411276536712,763.1888714878779,1
246,4.677433531644764,F,VS2,16,0.9769639745922678,4365.013071475594,6060.513488917507,1
247,2.4268286674279143,J,VVS2,9,1.1327452453005689,2481.904640594429,3391.0738806804707,1
248,4.849946685696513,D,VS1,21,1.0678410464535848,4717.155859969278,8744.28499306291,1
249,4.836289896901638,J,VS2,0,0.8279726422837737,5220.471554500541,3869.5149165492476,0
250,4.338542549603121,H,VS1,21,1.0560672895312664,4051.2045267129324,7363.705597323858,1
251,1.8250200143131357,G,VVS1,23,0.908458974600074,1827.5936954486217,2720.406842497013,1
252,2.232939778708664,E,VVS1,17,1.037124796661369,2276.7556972910197,3552.7740004297984,1
253,4.330115021825856,J,IF,17,1.0720527724413804,3926.0144867588433,6142.274062963944,1
254,1.9261490232032494,D,SI2,13,0.8923316756616049,1873.63955228188,2488.372295694144,1
255,1.2627173600874162,D,VS2,14,0.9827434579521475,1321.4678699723668,1624.700692509465,1
256,3.0056056810625758,J,VS1,11,0.8761299451276272,3198.1913723572366,3381.3095174391765,1
257,4.712696483723514,I,VVS2,3,0.8209355503146034,4536.594321713412,4475.1694061225535,0
258,3.6321340850373787,E,VVS1,2,0.9513905693943476,3849.0402454742275,3835.233985543783,0
259,3.0652752654021422,I,SI2,19,0.9451777087383968,3352.035369468443,3763.7150202605562,1
260,0.9372942219684584,G,VVS1,11,1.1981921962817028,1004.1933976193238,1625.6327684017108,1
261,3.267532520146264,D,VVS2,6,0.9785409404790568,3017.6603795536967,4228.271070938776,1
262,4.955242325469185,D,SI2,10,0.9334278197888801,5192.826703118996,6338.598112849552,1
263,1.130378068564358,H,SI2,0,1.03219000268667,1089.6091370355682,1233.9630504298411,1
264,2.8324834356368154,G,VS1,5,0.8355069576431075,3109.1694755787903,2746.3024975237818,0
265,4.4481788236758,D,VS1,14,1.1846662943819253,4435.153651462747,7500.734155081422,1
266,3.83345877989392,G,VS2,14,1.0539840182364133,3543.981962428673,5898.776507369249,1
267,3.636570834478706,E,VS2,18,1.101935127976339,3800.351473739209,6169.207270200423,1
268,3.6611783779419915,F,SI1,10,0.868191175269567,3531.58086322074,3650.9881245858824,1
269,2.1177101804888983,D,I1,22,0.9637911412020815,2328.2436752389976,2723.4357831726984,1
270,1.82116329919022,H,SI1,1,0.9690756453584758,1995.915739958207,1811.7403667510227,0
271,4.142125199653311,E,IF,13,1.1287225775604348,4271.470529766545,7523.705709575118,1
272,4.145510276056314,J,VVS1,1,0.8004946719037638,3838.598624097331,3616.4254509538714,0
273,4.401825433610467,G,VS2,3,0.9203412433413021,4566.331332033621,4663.2757999361165,1
274,4.609582486504121,J,VS1,16,1.1924945497377215,4234.390578073129,6523.5037375104275,1
275,2.80104079487422,I,VVS2,2,0.9899546174024875,2537.386756897394,2808.7560550898497,1
276,2.756823326092398,E,VS1,12,0.9530105120976033,2934.891201672788,3912.9924230449024,1
277,4.092328305350488,J,VVS1,8,0.8479316008070585,3854.771059802765,3768.3549358142095,0
278,3.4248376884999434,D,SI1,6,1.1896658514512062,3341.975197017747,4710.021037318672,1
279,3.658850947659665,G,VS1,14,0.8080105423703299,4005.312951657824,3754.7233689850577,0
280,4.081067012462455,F,I1,22,1.0948720900028972,3947.8940433375387,6522.353791147483,1
281,4.505024038179048,E,IF,10,1.1074399219154034,4321.660352712301,7665.713014742872,1
282,2.020978205831911,D,VVS1,19,0.8974626864255467,2190.0160563803493,2807.494060768497,1
283,2.190123286879748,H,SI1,1,1.068623377445215,2019.6215080075294,2360.2801961671444,1
284,0.9229187292839105,I,I1,14,0.8371716577517561,970.8334229014006,911.56026973758,0
285,3.102260634482783,G,VVS2,13,0.9028189065728319,3405.08195337747,4246.986133942395,1
286,0.6617402320853394,E,SI1,19,1.115160795316906,714.8509751463267,992.6484721934798,1
287,2.5951910815960706,E,SI2,21,1.1458744768134161,2673.9125275943015,4368.783948689016,1
288,2.9419008561840947,F,I1,10,1.0433945650639165,2832.4979149022806,3523.9886127957966,1
289,1.7894356345772797,F,I1,2,1.0027353727281931,1701.5106342749064,1960.980477501807,1
290,3.1587496725605484,H,IF,16,0.8637216082475921,3360.4390641557507,3956.7585567241017,1
291,0.6372511247257224,I,VVS1,11,0.8252436132316601,685.6595130979614,612.3019014724911,0
292,0.6680668493714649,H,VVS2,23,0.8470596113894235,671.4652937491528,908.5509727400681,1
293,4.201702522968462,D,IF,20,0.8909429200384396,3986.861019804508,6629.631665117622,1
294,2.120857886350683,D,SI1,14,0.9366698007587684,1956.6793965693323,2473.160500455768,1
295,1.0717723069334815,H,IF,15,0.9523638102043949,983.2823841112044,1570.1027828569338,1
296,2.8500946702466194,I,I1,4,0.9385287074356015,2974.9729632615113,2430.2326885499842,0
297,3.9649709889437488,H,VVS1,19,0.8956221328789062,3901.6256036150107,5357.206256625765,1
298,1.4711946237357942,I,VS2,5,1.0038896987006793,1590.4672772789584,1568.6269022484034,0
299,3.303007141185501,I,IF,18,1.1301144432931587,3461.3343447530447,5596.370524076085,1
300,0.884063592471956,J,SI2,24,0.9118814153885917,829.4745076566118,1043.3474626646055,1
301,0.7325677452587347,G,IF,4,1.176954807640893,749.2376786913699,1128.0427621797262,1
